product_id,category,sub_category,product_name,product_keyword,cat_key,subcat_key,bag,bow
OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,"['10', 'self', 'seal', 'white', 'envelopes']",['officesupplies'],['envelopes'],"['officesupplies', 'envelopes', '10', 'self', 'seal', 'white', 'envelopes']",officesupplies envelopes 10 self seal white envelopes
FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,"['hon', 'pagoda', 'stacking', 'chairs']",['furniture'],['chairs'],"['furniture', 'chairs', 'hon', 'pagoda', 'stacking', 'chairs']",furniture chairs hon pagoda stacking chairs
OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,"['belkin', 'f9g930v10', 'gry', '9', 'outlet', 'surge']",['officesupplies'],['appliances'],"['officesupplies', 'appliances', 'belkin', 'f9g930v10', 'gry', '9', 'outlet', 'surge']",officesupplies appliances belkin f9g930v10 gry 9 outlet surge
FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown","['master', 'caster', 'door', 'stop', 'brown']",['furniture'],['furnishings'],"['furniture', 'furnishings', 'master', 'caster', 'door', 'stop', 'brown']",furniture furnishings master caster door stop brown
TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,"['avaya', '4621sw', 'voip', 'phone']",['technology'],['phones'],"['technology', 'phones', 'avaya', '4621sw', 'voip', 'phone']",technology phones avaya 4621sw voip phone
TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,"['otterbox', 'defender', 'series', 'case', 'samsung', 'galaxy', 's4']",['technology'],['phones'],"['technology', 'phones', 'otterbox', 'defender', 'series', 'case', 'samsung', 'galaxy', 's4']",technology phones otterbox defender series case samsung galaxy s4
FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black","['global', 'leather', 'task', 'chair', 'black']",['furniture'],['chairs'],"['furniture', 'chairs', 'global', 'leather', 'task', 'chair', 'black']",furniture chairs global leather task chair black
TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,"['logitech', '910', '002974', 'm325', 'wireless', 'mouse', 'web', 'scrolling']",['technology'],['accessories'],"['technology', 'accessories', 'logitech', '910', '002974', 'm325', 'wireless', 'mouse', 'web', 'scrolling']",technology accessories logitech 910 002974 m325 wireless mouse web scrolling
TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White","['square', 'credit', 'card', 'reader', '4', '1', '2', 'x', '"",', 'white']",['technology'],['phones'],"['technology', 'phones', 'square', 'credit', 'card', 'reader', '4', '1', '2', 'x', '"",', 'white']","technology phones square credit card reader 4 1 2 x "", white"
OFF-BI-10001132,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""","['acco', 'presstex', 'data', 'binder', 'storage', 'hooks', 'dark', 'blue', '9', '1', '2', 'x', '11']",['officesupplies'],['binders'],"['officesupplies', 'binders', 'acco', 'presstex', 'data', 'binder', 'storage', 'hooks', 'dark', 'blue', '9', '1', '2', 'x', '11']",officesupplies binders acco presstex data binder storage hooks dark blue 9 1 2 x 11
OFF-LA-10004677,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters with Dispenser Box,"['self', 'adhesive', 'address', 'labels', 'typewriters', 'dispenser', 'box']",['officesupplies'],['labels'],"['officesupplies', 'labels', 'self', 'adhesive', 'address', 'labels', 'typewriters', 'dispenser', 'box']",officesupplies labels self adhesive address labels typewriters dispenser box
FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7","['dax', 'charcoal', 'nickel', 'tone', 'document', 'frame', '5', 'x', '7']",['furniture'],['furnishings'],"['furniture', 'furnishings', 'dax', 'charcoal', 'nickel', 'tone', 'document', 'frame', '5', 'x', '7']",furniture furnishings dax charcoal nickel tone document frame 5 x 7
FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting","['deflect', 'duramat', 'lighweight', 'studded', 'beveled', 'mat', 'low', 'pile', 'carpeting']",['furniture'],['furnishings'],"['furniture', 'furnishings', 'deflect', 'duramat', 'lighweight', 'studded', 'beveled', 'mat', 'low', 'pile', 'carpeting']",furniture furnishings deflect duramat lighweight studded beveled mat low pile carpeting
OFF-PA-10003919,Office Supplies,Paper,Xerox 1989,"['xerox', '1989']",['officesupplies'],['paper'],"['officesupplies', 'paper', 'xerox', '1989']",officesupplies paper xerox 1989
TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,"['geemarc', 'amplipower60']",['technology'],['phones'],"['technology', 'phones', 'geemarc', 'amplipower60']",technology phones geemarc amplipower60
OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,"['ibico', 'standard', 'transparent', 'covers']",['officesupplies'],['binders'],"['officesupplies', 'binders', 'ibico', 'standard', 'transparent', 'covers']",officesupplies binders ibico standard transparent covers
FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock","['executive', 'impressions', '14', 'two', 'color', 'numerals', 'wall', 'clock']",['furniture'],['furnishings'],"['furniture', 'furnishings', 'executive', 'impressions', '14', 'two', 'color', 'numerals', 'wall', 'clock']",furniture furnishings executive impressions 14 two color numerals wall clock
OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,"['stanley', 'bostitch', 'contemporary', 'electric', 'pencil', 'sharpeners']",['officesupplies'],['art'],"['officesupplies', 'art', 'stanley', 'bostitch', 'contemporary', 'electric', 'pencil', 'sharpeners']",officesupplies art stanley bostitch contemporary electric pencil sharpeners
OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips","['cardinal', 'holdit', 'binder', 'insert', 'strips', 'extra']",['officesupplies'],['binders'],"['officesupplies', 'binders', 'cardinal', 'holdit', 'binder', 'insert', 'strips', 'extra']",officesupplies binders cardinal holdit binder insert strips extra
OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,"['xerox', '1924']",['officesupplies'],['paper'],"['officesupplies', 'paper', 'xerox', '1924']",officesupplies paper xerox 1924
TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,"['panasonic', 'kx', 'tg6844b', 'expandable', 'digital', 'cordless', 'telephone']",['technology'],['phones'],"['technology', 'phones', 'panasonic', 'kx', 'tg6844b', 'expandable', 'digital', 'cordless', 'telephone']",technology phones panasonic kx tg6844b expandable digital cordless telephone
OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black","['safco', 'commercial', 'wire', 'shelving', 'black']",['officesupplies'],['storage'],"['officesupplies', 'storage', 'safco', 'commercial', 'wire', 'shelving', 'black']",officesupplies storage safco commercial wire shelving black
OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind","['premium', 'writing', 'pencils', 'soft', '2', 'central', 'association', 'blind']",['officesupplies'],['art'],"['officesupplies', 'art', 'premium', 'writing', 'pencils', 'soft', '2', 'central', 'association', 'blind']",officesupplies art premium writing pencils soft 2 central association blind
TEC-MA-10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,"['cubify', 'cubex', '3d', 'printer', 'double', 'head', 'print']",['technology'],['machines'],"['technology', 'machines', 'cubify', 'cubex', '3d', 'printer', 'double', 'head', 'print']",technology machines cubify cubex 3d printer double head print
OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,"['tennsco', 'industrial', 'shelving']",['officesupplies'],['storage'],"['officesupplies', 'storage', 'tennsco', 'industrial', 'shelving']",officesupplies storage tennsco industrial shelving
FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""","['computer', 'room', 'manger', '14']",['furniture'],['furnishings'],"['furniture', 'furnishings', 'computer', 'room', 'manger', '14']",furniture furnishings computer room manger 14
TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),"['logitech', 'vx', 'revolution', 'cordless', 'laser', 'mouse', 'notebooks', 'black']",['technology'],['accessories'],"['technology', 'accessories', 'logitech', 'vx', 'revolution', 'cordless', 'laser', 'mouse', 'notebooks', 'black']",technology accessories logitech vx revolution cordless laser mouse notebooks black
TEC-MA-10003589,Technology,Machines,Cisco 8961 IP Phone Charcoal,"['cisco', '8961', 'ip', 'phone', 'charcoal']",['technology'],['machines'],"['technology', 'machines', 'cisco', '8961', 'ip', 'phone', 'charcoal']",technology machines cisco 8961 ip phone charcoal
OFF-LA-10000081,Office Supplies,Labels,Avery 496,"['avery', '496']",['officesupplies'],['labels'],"['officesupplies', 'labels', 'avery', '496']",officesupplies labels avery 496
FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow","['master', 'giant', 'foot', 'doorstop', 'safety', 'yellow']",['furniture'],['furnishings'],"['furniture', 'furnishings', 'master', 'giant', 'foot', 'doorstop', 'safety', 'yellow']",furniture furnishings master giant foot doorstop safety yellow
OFF-ST-10003996,Office Supplies,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite","['letter', 'legal', 'file', 'tote', 'clear', 'snap', 'lid', 'black', 'granite']",['officesupplies'],['storage'],"['officesupplies', 'storage', 'letter', 'legal', 'file', 'tote', 'clear', 'snap', 'lid', 'black', 'granite']",officesupplies storage letter legal file tote clear snap lid black granite
OFF-SU-10004661,Office Supplies,Supplies,Acme Titanium Bonded Scissors,"['acme', 'titanium', 'bonded', 'scissors']",['officesupplies'],['supplies'],"['officesupplies', 'supplies', 'acme', 'titanium', 'bonded', 'scissors']",officesupplies supplies acme titanium bonded scissors
OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,"['zebra', 'zazzle', 'fluorescent', 'highlighters']",['officesupplies'],['art'],"['officesupplies', 'art', 'zebra', 'zazzle', 'fluorescent', 'highlighters']",officesupplies art zebra zazzle fluorescent highlighters
OFF-AR-10001468,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set","['sanford', 'prismacolor', 'professional', 'thick', 'lead', 'art', 'pencils', '36', 'color', 'set']",['officesupplies'],['art'],"['officesupplies', 'art', 'sanford', 'prismacolor', 'professional', 'thick', 'lead', 'art', 'pencils', '36', 'color', 'set']",officesupplies art sanford prismacolor professional thick lead art pencils 36 color set
OFF-PA-10004971,Office Supplies,Paper,Xerox 196,"['xerox', '196']",['officesupplies'],['paper'],"['officesupplies', 'paper', 'xerox', '196']",officesupplies paper xerox 196
OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,"['angle', 'ring', 'binders']",['officesupplies'],['binders'],"['officesupplies', 'binders', 'angle', 'ring', 'binders']",officesupplies binders angle ring binders
TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,"['panasonic', 'kx', 'tg9541b', 'dect', '6', '0', 'digital', '2', 'line', 'expandable', 'cordless', 'phone', 'answering', 'system']",['technology'],['phones'],"['technology', 'phones', 'panasonic', 'kx', 'tg9541b', 'dect', '6', '0', 'digital', '2', 'line', 'expandable', 'cordless', 'phone', 'answering', 'system']",technology phones panasonic kx tg9541b dect 6 0 digital 2 line expandable cordless phone answering system
OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,"['3m', 'organizer', 'strips']",['officesupplies'],['binders'],"['officesupplies', 'binders', '3m', 'organizer', 'strips']",officesupplies binders 3m organizer strips
FUR-CH-10003761,Furniture,Chairs,Global Italian Leather Office Chair,"['global', 'italian', 'leather', 'office', 'chair']",['furniture'],['chairs'],"['furniture', 'chairs', 'global', 'italian', 'leather', 'office', 'chair']",furniture chairs global italian leather office chair
OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,"['xerox', '1897']",['officesupplies'],['paper'],"['officesupplies', 'paper', 'xerox', '1897']",officesupplies paper xerox 1897
OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,"['xerox', '1912']",['officesupplies'],['paper'],"['officesupplies', 'paper', 'xerox', '1912']",officesupplies paper xerox 1912
OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards,"['embossed', 'ink', 'jet', 'note', 'cards']",['officesupplies'],['paper'],"['officesupplies', 'paper', 'embossed', 'ink', 'jet', 'note', 'cards']",officesupplies paper embossed ink jet note cards
OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,"['eldon', 'fold', 'n', 'roll', 'cart', 'system']",['officesupplies'],['storage'],"['officesupplies', 'storage', 'eldon', 'fold', 'n', 'roll', 'cart', 'system']",officesupplies storage eldon fold n roll cart system
OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,"['crayola', 'colored', 'pencils']",['officesupplies'],['art'],"['officesupplies', 'art', 'crayola', 'colored', 'pencils']",officesupplies art crayola colored pencils
OFF-PA-10000955,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,"['southworth', '25', 'cotton', 'granite', 'paper', 'envelopes']",['officesupplies'],['paper'],"['officesupplies', 'paper', 'southworth', '25', 'cotton', 'granite', 'paper', 'envelopes']",officesupplies paper southworth 25 cotton granite paper envelopes
OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,"['avery', 'recycled', 'flexi', 'view', 'covers', 'binding', 'systems']",['officesupplies'],['binders'],"['officesupplies', 'binders', 'avery', 'recycled', 'flexi', 'view', 'covers', 'binding', 'systems']",officesupplies binders avery recycled flexi view covers binding systems
TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,"['sandisk', 'ultra', '32', 'gb', 'microsdhc', 'class', '10', 'memory', 'card']",['technology'],['accessories'],"['technology', 'accessories', 'sandisk', 'ultra', '32', 'gb', 'microsdhc', 'class', '10', 'memory', 'card']",technology accessories sandisk ultra 32 gb microsdhc class 10 memory card
OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,"['fellowes', 'superior', '10', 'outlet', 'split', 'surge', 'protector']",['officesupplies'],['appliances'],"['officesupplies', 'appliances', 'fellowes', 'superior', '10', 'outlet', 'split', 'surge', 'protector']",officesupplies appliances fellowes superior 10 outlet split surge protector
OFF-LA-10004484,Office Supplies,Labels,Avery 476,"['avery', '476']",['officesupplies'],['labels'],"['officesupplies', 'labels', 'avery', '476']",officesupplies labels avery 476
FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,"['eldon', 'pizzaz', 'desk', 'accessories']",['furniture'],['furnishings'],"['furniture', 'furnishings', 'eldon', 'pizzaz', 'desk', 'accessories']",furniture furnishings eldon pizzaz desk accessories
FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set","['situations', 'contoured', 'folding', 'chairs', '4', 'set']",['furniture'],['chairs'],"['furniture', 'chairs', 'situations', 'contoured', 'folding', 'chairs', '4', 'set']",furniture chairs situations contoured folding chairs 4 set
OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear","['eldon', 'spacemaker', 'box', 'quick', 'snap', 'lid', 'clear']",['officesupplies'],['art'],"['officesupplies', 'art', 'eldon', 'spacemaker', 'box', 'quick', 'snap', 'lid', 'clear']",officesupplies art eldon spacemaker box quick snap lid clear
FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting","['deflect', 'rollamat', 'studded', 'beveled', 'mat', 'medium', 'pile', 'carpeting']",['furniture'],['furnishings'],"['furniture', 'furnishings', 'deflect', 'rollamat', 'studded', 'beveled', 'mat', 'medium', 'pile', 'carpeting']",furniture furnishings deflect rollamat studded beveled mat medium pile carpeting
TEC-PH-10002807,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,"['motorla', 'hx550', 'universal', 'bluetooth', 'headset']",['technology'],['phones'],"['technology', 'phones', 'motorla', 'hx550', 'universal', 'bluetooth', 'headset']",technology phones motorla hx550 universal bluetooth headset
FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon","['eldon', '400', 'class', 'desk', 'accessories', 'black', 'carbon']",['furniture'],['furnishings'],"['furniture', 'furnishings', 'eldon', '400', 'class', 'desk', 'accessories', 'black', 'carbon']",furniture furnishings eldon 400 class desk accessories black carbon
OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,"['fellowes', 'stor', 'drawer', 'steel', 'plus', 'storage', 'drawers']",['officesupplies'],['storage'],"['officesupplies', 'storage', 'fellowes', 'stor', 'drawer', 'steel', 'plus', 'storage', 'drawers']",officesupplies storage fellowes stor drawer steel plus storage drawers
TEC-PH-10004389,Technology,Phones,Nokia Lumia 925,"['nokia', 'lumia', '925']",['technology'],['phones'],"['technology', 'phones', 'nokia', 'lumia', '925']",technology phones nokia lumia 925
TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,"['logitech', 'trackman', 'marble', 'mouse']",['technology'],['accessories'],"['technology', 'accessories', 'logitech', 'trackman', 'marble', 'mouse']",technology accessories logitech trackman marble mouse
OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue","['wilson', 'jones', 'ledger', 'size', 'piano', 'hinge', 'binder', '2', '"",', 'blue']",['officesupplies'],['binders'],"['officesupplies', 'binders', 'wilson', 'jones', 'ledger', 'size', 'piano', 'hinge', 'binder', '2', '"",', 'blue']","officesupplies binders wilson jones ledger size piano hinge binder 2 "", blue"
TEC-PH-10001619,Technology,Phones,LG G3,"['lg', 'g3']",['technology'],['phones'],"['technology', 'phones', 'lg', 'g3']",technology phones lg g3
OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black","['tenex', 'personal', 'project', 'file', 'scoop', 'front', 'design', 'black']",['officesupplies'],['storage'],"['officesupplies', 'storage', 'tenex', 'personal', 'project', 'file', 'scoop', 'front', 'design', 'black']",officesupplies storage tenex personal project file scoop front design black
OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h","['simplifile', 'personal', 'file', 'black', 'granite', '15w', 'x', '6', '15', '16d', '11', '1', '4h']",['officesupplies'],['storage'],"['officesupplies', 'storage', 'simplifile', 'personal', 'file', 'black', 'granite', '15w', 'x', '6', '15', '16d', '11', '1', '4h']",officesupplies storage simplifile personal file black granite 15w x 6 15 16d 11 1 4h
OFF-PA-10003729,Office Supplies,Paper,Xerox 1998,"['xerox', '1998']",['officesupplies'],['paper'],"['officesupplies', 'paper', 'xerox', '1998']",officesupplies paper xerox 1998
FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,"['hon', '2111', 'invitation', 'series', 'straight', 'table']",['furniture'],['tables'],"['furniture', 'tables', 'hon', '2111', 'invitation', 'series', 'straight', 'table']",furniture tables hon 2111 invitation series straight table
OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,"['deluxe', 'heavy', 'duty', 'vinyl', 'round', 'ring', 'binder']",['officesupplies'],['binders'],"['officesupplies', 'binders', 'deluxe', 'heavy', 'duty', 'vinyl', 'round', 'ring', 'binder']",officesupplies binders deluxe heavy duty vinyl round ring binder
TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,"['arkon', 'windshield', 'dashboard', 'air', 'vent', 'car', 'mount', 'holder']",['technology'],['phones'],"['technology', 'phones', 'arkon', 'windshield', 'dashboard', 'air', 'vent', 'car', 'mount', 'holder']",technology phones arkon windshield dashboard air vent car mount holder
FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton","['lifetime', 'advantage', 'folding', 'chairs', '4', 'carton']",['furniture'],['chairs'],"['furniture', 'chairs', 'lifetime', 'advantage', 'folding', 'chairs', '4', 'carton']",furniture chairs lifetime advantage folding chairs 4 carton
OFF-PA-10000552,Office Supplies,Paper,Xerox 200,"['xerox', '200']",['officesupplies'],['paper'],"['officesupplies', 'paper', 'xerox', '200']",officesupplies paper xerox 200
OFF-AR-10003876,Office Supplies,Art,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink","['avery', 'hi', 'liter', 'glidestik', 'fluorescent', 'highlighter', 'yellow', 'ink']",['officesupplies'],['art'],"['officesupplies', 'art', 'avery', 'hi', 'liter', 'glidestik', 'fluorescent', 'highlighter', 'yellow', 'ink']",officesupplies art avery hi liter glidestik fluorescent highlighter yellow ink
OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,"['fellowes', 'pb500', 'electric', 'punch', 'plastic', 'comb', 'binding', 'machine', 'manual', 'bind']",['officesupplies'],['binders'],"['officesupplies', 'binders', 'fellowes', 'pb500', 'electric', 'punch', 'plastic', 'comb', 'binding', 'machine', 'manual', 'bind']",officesupplies binders fellowes pb500 electric punch plastic comb binding machine manual bind
TEC-PH-10002350,Technology,Phones,Apple EarPods with Remote and Mic,"['apple', 'earpods', 'remote', 'mic']",['technology'],['phones'],"['technology', 'phones', 'apple', 'earpods', 'remote', 'mic']",technology phones apple earpods remote mic
OFF-PA-10000697,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format","['tops', 'voice', 'message', 'log', 'book', 'flash', 'format']",['officesupplies'],['paper'],"['officesupplies', 'paper', 'tops', 'voice', 'message', 'log', 'book', 'flash', 'format']",officesupplies paper tops voice message log book flash format
OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,"['gbc', 'durable', 'plastic', 'covers']",['officesupplies'],['binders'],"['officesupplies', 'binders', 'gbc', 'durable', 'plastic', 'covers']",officesupplies binders gbc durable plastic covers
OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders","['angle', 'binders', 'locking', 'rings', 'label', 'holders']",['officesupplies'],['binders'],"['officesupplies', 'binders', 'angle', 'binders', 'locking', 'rings', 'label', 'holders']",officesupplies binders angle binders locking rings label holders
OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,"['gbc', 'proclick', 'spines', '32', 'hole', 'punch']",['officesupplies'],['binders'],"['officesupplies', 'binders', 'gbc', 'proclick', 'spines', '32', 'hole', 'punch']",officesupplies binders gbc proclick spines 32 hole punch
FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish","['sauder', 'camden', 'county', 'collection', 'libraries', 'planked', 'cherry', 'finish']",['furniture'],['bookcases'],"['furniture', 'bookcases', 'sauder', 'camden', 'county', 'collection', 'libraries', 'planked', 'cherry', 'finish']",furniture bookcases sauder camden county collection libraries planked cherry finish
OFF-ST-10002790,Office Supplies,Storage,Safco Industrial Shelving,"['safco', 'industrial', 'shelving']",['officesupplies'],['storage'],"['officesupplies', 'storage', 'safco', 'industrial', 'shelving']",officesupplies storage safco industrial shelving
FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back","['dax', 'value', 'u', 'channel', 'document', 'frames', 'easel', 'back']",['furniture'],['furnishings'],"['furniture', 'furnishings', 'dax', 'value', 'u', 'channel', 'document', 'frames', 'easel', 'back']",furniture furnishings dax value u channel document frames easel back
OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,"['acco', 'ring', 'binder', 'w', 'dubllock']",['officesupplies'],['binders'],"['officesupplies', 'binders', 'acco', 'ring', 'binder', 'w', 'dubllock']",officesupplies binders acco ring binder w dubllock
OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,"['wilson', 'jones', 'heavy', 'duty', 'casebound', 'ring', 'binders', 'metal', 'hinges']",['officesupplies'],['binders'],"['officesupplies', 'binders', 'wilson', 'jones', 'heavy', 'duty', 'casebound', 'ring', 'binders', 'metal', 'hinges']",officesupplies binders wilson jones heavy duty casebound ring binders metal hinges
OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,"['gbc', 'wire', 'binding', 'combs']",['officesupplies'],['binders'],"['officesupplies', 'binders', 'gbc', 'wire', 'binding', 'combs']",officesupplies binders gbc wire binding combs
OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,"['advantus', 'motivational', 'note', 'cards']",['officesupplies'],['paper'],"['officesupplies', 'paper', 'advantus', 'motivational', 'note', 'cards']",officesupplies paper advantus motivational note cards
OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,"['economy', 'rollaway', 'files']",['officesupplies'],['storage'],"['officesupplies', 'storage', 'economy', 'rollaway', 'files']",officesupplies storage economy rollaway files
OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black","['boston', 'electric', 'pencil', 'sharpener', 'model', '1818', 'charcoal', 'black']",['officesupplies'],['art'],"['officesupplies', 'art', 'boston', 'electric', 'pencil', 'sharpener', 'model', '1818', 'charcoal', 'black']",officesupplies art boston electric pencil sharpener model 1818 charcoal black
FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,"['bevis', 'round', 'conference', 'table', 'top', 'single', 'column', 'base']",['furniture'],['tables'],"['furniture', 'tables', 'bevis', 'round', 'conference', 'table', 'top', 'single', 'column', 'base']",furniture tables bevis round conference table top single column base
FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,"['sullivan', 'plantations', '2', 'door', 'library', 'landvery', 'oak']",['furniture'],['bookcases'],"['furniture', 'bookcases', 'sullivan', 'plantations', '2', 'door', 'library', 'landvery', 'oak']",furniture bookcases sullivan plantations 2 door library landvery oak
FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray","['safco', 'value', 'mate', 'series', 'steel', 'bookcases', 'baked', 'enamel', 'finish', 'gray']",['furniture'],['bookcases'],"['furniture', 'bookcases', 'safco', 'value', 'mate', 'series', 'steel', 'bookcases', 'baked', 'enamel', 'finish', 'gray']",furniture bookcases safco value mate series steel bookcases baked enamel finish gray
OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,"['prestige', 'round', 'ring', 'binders']",['officesupplies'],['binders'],"['officesupplies', 'binders', 'prestige', 'round', 'ring', 'binders']",officesupplies binders prestige round ring binders
OFF-PA-10004100,Office Supplies,Paper,Xerox 216,"['xerox', '216']",['officesupplies'],['paper'],"['officesupplies', 'paper', 'xerox', '216']",officesupplies paper xerox 216
OFF-PA-10000483,Office Supplies,Paper,Xerox 19,"['xerox', '19']",['officesupplies'],['paper'],"['officesupplies', 'paper', 'xerox', '19']",officesupplies paper xerox 19
OFF-AR-10000122,Office Supplies,Art,Newell 314,"['newell', '314']",['officesupplies'],['art'],"['officesupplies', 'art', 'newell', '314']",officesupplies art newell 314
OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,"['acco', 'perma', '2700', 'stacking', 'storage', 'drawers']",['officesupplies'],['storage'],"['officesupplies', 'storage', 'acco', 'perma', '2700', 'stacking', 'storage', 'drawers']",officesupplies storage acco perma 2700 stacking storage drawers
TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,"['jabra', 'speak', '410']",['technology'],['phones'],"['technology', 'phones', 'jabra', 'speak', '410']",technology phones jabra speak 410
